c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:20: ---==== BEGIN ====---
c:\users\ozyfur\desktop\2d\gameframework2d\src\gf2d_graphics.c:132: graphics initialized
c:\users\ozyfur\desktop\2d\gameframework2d\src\gf2d_sprite.c:45: sprite system initialized
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 55.555557 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 55.555557 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 55.555557 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 55.555557 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 58.823528 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 55.555557 FPS
c:\users\ozyfur\desktop\2d\gameframework2d\src\game.c:71: Rendering at 62.500000 FPS
